;level;room;width;height;size;unique_comb_width;unique_comb_height;unique_comb_coords;filepath
704;6-Reflection;lvl_18a;97;23;(97, 23);1;136;3;../levels/6-Reflection/lvl_18a_fg.csv
705;6-Reflection;lvl_13;40;48;(40, 48);84;5;2;../levels/6-Reflection/lvl_13_fg.csv
706;6-Reflection;lvl_boss-04;40;23;(40, 23);84;136;169;../levels/6-Reflection/lvl_boss-04_fg.csv
707;6-Reflection;lvl_07;40;44;(40, 44);84;2;1;../levels/6-Reflection/lvl_07_fg.csv
708;6-Reflection;lvl_boss-05;40;23;(40, 23);84;136;169;../levels/6-Reflection/lvl_boss-05_fg.csv
709;6-Reflection;lvl_boss-14;40;23;(40, 23);84;136;169;../levels/6-Reflection/lvl_boss-14_fg.csv
710;6-Reflection;lvl_b-00;79;23;(79, 23);2;136;4;../levels/6-Reflection/lvl_b-00_fg.csv
711;6-Reflection;lvl_boss-19;215;23;(215, 23);1;136;1;../levels/6-Reflection/lvl_boss-19_fg.csv
712;6-Reflection;lvl_b-02;64;229;(64, 229);4;2;1;../levels/6-Reflection/lvl_b-02_fg.csv
713;6-Reflection;lvl_boss-02;80;23;(80, 23);6;136;11;../levels/6-Reflection/lvl_boss-02_fg.csv
714;6-Reflection;lvl_12b;65;23;(65, 23);4;136;5;../levels/6-Reflection/lvl_12b_fg.csv
715;6-Reflection;lvl_boss-08;40;57;(40, 57);84;1;2;../levels/6-Reflection/lvl_boss-08_fg.csv
716;6-Reflection;lvl_boss-16;91;23;(91, 23);2;136;4;../levels/6-Reflection/lvl_boss-16_fg.csv
717;6-Reflection;lvl_06;151;44;(151, 44);2;2;1;../levels/6-Reflection/lvl_06_fg.csv
718;6-Reflection;lvl_10b;78;33;(78, 33);5;7;1;../levels/6-Reflection/lvl_10b_fg.csv
719;6-Reflection;lvl_boss-11;88;23;(88, 23);2;136;3;../levels/6-Reflection/lvl_boss-11_fg.csv
720;6-Reflection;lvl_boss-03;80;23;(80, 23);6;136;11;../levels/6-Reflection/lvl_boss-03_fg.csv
721;6-Reflection;lvl_11;51;41;(51, 41);5;3;1;../levels/6-Reflection/lvl_11_fg.csv
722;6-Reflection;lvl_04e;109;23;(109, 23);1;136;4;../levels/6-Reflection/lvl_04e_fg.csv
723;6-Reflection;lvl_02b;40;85;(40, 85);84;1;2;../levels/6-Reflection/lvl_02b_fg.csv
724;6-Reflection;lvl_12a;65;41;(65, 41);4;3;1;../levels/6-Reflection/lvl_12a_fg.csv
725;6-Reflection;lvl_04b;51;23;(51, 23);5;136;3;../levels/6-Reflection/lvl_04b_fg.csv
726;6-Reflection;lvl_04d;40;25;(40, 25);84;14;8;../levels/6-Reflection/lvl_04d_fg.csv
727;6-Reflection;lvl_17;40;56;(40, 56);84;1;2;../levels/6-Reflection/lvl_17_fg.csv
728;6-Reflection;lvl_09;40;62;(40, 62);84;1;1;../levels/6-Reflection/lvl_09_fg.csv
729;6-Reflection;lvl_b-00b;40;51;(40, 51);84;2;4;../levels/6-Reflection/lvl_b-00b_fg.csv
730;6-Reflection;lvl_14b;48;27;(48, 27);5;11;1;../levels/6-Reflection/lvl_14b_fg.csv
731;6-Reflection;lvl_start;40;395;(40, 395);84;1;1;../levels/6-Reflection/lvl_start_fg.csv
732;6-Reflection;lvl_after-01;40;250;(40, 250);84;1;1;../levels/6-Reflection/lvl_after-01_fg.csv
733;6-Reflection;lvl_boss-10;53;23;(53, 23);1;136;4;../levels/6-Reflection/lvl_boss-10_fg.csv
734;6-Reflection;lvl_08b;61;28;(61, 28);5;8;1;../levels/6-Reflection/lvl_08b_fg.csv
735;6-Reflection;lvl_02;40;125;(40, 125);84;1;1;../levels/6-Reflection/lvl_02_fg.csv
736;6-Reflection;lvl_14a;48;23;(48, 23);5;136;7;../levels/6-Reflection/lvl_14a_fg.csv
737;6-Reflection;lvl_boss-00;76;23;(76, 23);2;136;7;../levels/6-Reflection/lvl_boss-00_fg.csv
738;6-Reflection;lvl_boss-09;73;23;(73, 23);3;136;4;../levels/6-Reflection/lvl_boss-09_fg.csv
739;6-Reflection;lvl_05;139;42;(139, 42);1;4;1;../levels/6-Reflection/lvl_05_fg.csv
740;6-Reflection;lvl_10a;78;29;(78, 29);5;6;1;../levels/6-Reflection/lvl_10a_fg.csv
741;6-Reflection;lvl_boss-18;40;104;(40, 104);84;1;1;../levels/6-Reflection/lvl_boss-18_fg.csv
742;6-Reflection;lvl_04c;40;23;(40, 23);84;136;169;../levels/6-Reflection/lvl_04c_fg.csv
743;6-Reflection;lvl_b-01;95;33;(95, 33);3;7;1;../levels/6-Reflection/lvl_b-01_fg.csv
744;6-Reflection;lvl_boss-12;40;65;(40, 65);84;1;3;../levels/6-Reflection/lvl_boss-12_fg.csv
745;6-Reflection;lvl_after-00;40;52;(40, 52);84;1;2;../levels/6-Reflection/lvl_after-00_fg.csv
746;6-Reflection;lvl_b-00c;40;23;(40, 23);84;136;169;../levels/6-Reflection/lvl_b-00c_fg.csv
747;6-Reflection;lvl_boss-17;91;23;(91, 23);2;136;4;../levels/6-Reflection/lvl_boss-17_fg.csv
748;6-Reflection;lvl_boss-20;91;23;(91, 23);2;136;4;../levels/6-Reflection/lvl_boss-20_fg.csv
749;6-Reflection;lvl_16a;76;23;(76, 23);2;136;7;../levels/6-Reflection/lvl_16a_fg.csv
750;6-Reflection;lvl_04;80;151;(80, 151);6;3;1;../levels/6-Reflection/lvl_04_fg.csv
751;6-Reflection;lvl_08a;61;23;(61, 23);5;136;2;../levels/6-Reflection/lvl_08a_fg.csv
752;6-Reflection;lvl_00;90;45;(90, 45);4;6;1;../levels/6-Reflection/lvl_00_fg.csv
753;7X-Summit;lvl_03;451;25;(451, 25);1;14;1;../levels/7X-Summit/lvl_03_fg.csv
754;7X-Summit;lvl_01;101;103;(101, 103);3;1;1;../levels/7X-Summit/lvl_01_fg.csv
755;7X-Summit;lvl_02;95;31;(95, 31);3;2;1;../levels/7X-Summit/lvl_02_fg.csv
756;6X-Reflection;lvl_01;40;100;(40, 100);84;1;1;../levels/6X-Reflection/lvl_01_fg.csv
757;6X-Reflection;lvl_02;223;81;(223, 81);1;1;1;../levels/6X-Reflection/lvl_02_fg.csv
758;6X-Reflection;lvl_00;78;23;(78, 23);5;136;5;../levels/6X-Reflection/lvl_00_fg.csv
759;3-CelestialResort;lvl_04-d;80;23;(80, 23);6;136;11;../levels/3-CelestialResort/lvl_04-d_fg.csv
760;3-CelestialResort;lvl_03-b;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_03-b_fg.csv
761;3-CelestialResort;lvl_07-a;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_07-a_fg.csv
762;3-CelestialResort;lvl_00-c;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_00-c_fg.csv
763;3-CelestialResort;lvl_05-c;40;46;(40, 46);84;5;7;../levels/3-CelestialResort/lvl_05-c_fg.csv
764;3-CelestialResort;lvl_roof06;254;23;(254, 23);1;136;1;../levels/3-CelestialResort/lvl_roof06_fg.csv
765;3-CelestialResort;lvl_08-a;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_08-a_fg.csv
766;3-CelestialResort;lvl_13-x;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_13-x_fg.csv
767;3-CelestialResort;lvl_08-x;80;23;(80, 23);6;136;11;../levels/3-CelestialResort/lvl_08-x_fg.csv
768;3-CelestialResort;lvl_12-d;42;23;(42, 23);4;136;6;../levels/3-CelestialResort/lvl_12-d_fg.csv
769;3-CelestialResort;lvl_11-d;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_11-d_fg.csv
770;3-CelestialResort;lvl_11-b;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_11-b_fg.csv
771;3-CelestialResort;lvl_04-b;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_04-b_fg.csv
772;3-CelestialResort;lvl_roof06b;76;23;(76, 23);2;136;7;../levels/3-CelestialResort/lvl_roof06b_fg.csv
773;3-CelestialResort;lvl_0x-b;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_0x-b_fg.csv
774;3-CelestialResort;lvl_roof05;102;23;(102, 23);1;136;2;../levels/3-CelestialResort/lvl_roof05_fg.csv
775;3-CelestialResort;lvl_10-y;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_10-y_fg.csv
776;3-CelestialResort;lvl_roof01;52;23;(52, 23);4;136;4;../levels/3-CelestialResort/lvl_roof01_fg.csv
777;3-CelestialResort;lvl_04-c;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_04-c_fg.csv
778;3-CelestialResort;lvl_09-b;80;46;(80, 46);6;5;2;../levels/3-CelestialResort/lvl_09-b_fg.csv
779;3-CelestialResort;lvl_10-z;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_10-z_fg.csv
780;3-CelestialResort;lvl_06-a;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_06-a_fg.csv
781;3-CelestialResort;lvl_10-d;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_10-d_fg.csv
782;3-CelestialResort;lvl_01-c;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_01-c_fg.csv
783;3-CelestialResort;lvl_08-b;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_08-b_fg.csv
784;3-CelestialResort;lvl_roof07;61;110;(61, 110);5;1;1;../levels/3-CelestialResort/lvl_roof07_fg.csv
785;3-CelestialResort;lvl_02-c;80;23;(80, 23);6;136;11;../levels/3-CelestialResort/lvl_02-c_fg.csv
786;3-CelestialResort;lvl_s1;50;48;(50, 48);5;5;1;../levels/3-CelestialResort/lvl_s1_fg.csv
787;3-CelestialResort;lvl_12-x;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_12-x_fg.csv
788;3-CelestialResort;lvl_06-b;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_06-b_fg.csv
789;3-CelestialResort;lvl_05-a;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_05-a_fg.csv
790;3-CelestialResort;lvl_02-d;120;23;(120, 23);1;136;5;../levels/3-CelestialResort/lvl_02-d_fg.csv
791;3-CelestialResort;lvl_02-b;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_02-b_fg.csv
792;3-CelestialResort;lvl_roof02;58;23;(58, 23);4;136;2;../levels/3-CelestialResort/lvl_roof02_fg.csv
793;3-CelestialResort;lvl_06-c;80;23;(80, 23);6;136;11;../levels/3-CelestialResort/lvl_06-c_fg.csv
794;3-CelestialResort;lvl_s2;63;48;(63, 48);5;5;1;../levels/3-CelestialResort/lvl_s2_fg.csv
795;3-CelestialResort;lvl_11-c;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_11-c_fg.csv
796;3-CelestialResort;lvl_02-a;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_02-a_fg.csv
797;3-CelestialResort;lvl_11-y;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_11-y_fg.csv
798;3-CelestialResort;lvl_roof00;101;23;(101, 23);3;136;2;../levels/3-CelestialResort/lvl_roof00_fg.csv
799;3-CelestialResort;lvl_11-x;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_11-x_fg.csv
800;3-CelestialResort;lvl_11-z;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_11-z_fg.csv
801;3-CelestialResort;lvl_12-c;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_12-c_fg.csv
802;3-CelestialResort;lvl_s3;44;60;(44, 60);3;3;1;../levels/3-CelestialResort/lvl_s3_fg.csv
803;3-CelestialResort;lvl_08-c;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_08-c_fg.csv
804;3-CelestialResort;lvl_roof03;122;23;(122, 23);2;136;2;../levels/3-CelestialResort/lvl_roof03_fg.csv
805;3-CelestialResort;lvl_00-d;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_00-d_fg.csv
806;3-CelestialResort;lvl_0x-a;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_0x-a_fg.csv
807;3-CelestialResort;lvl_00-b;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_00-b_fg.csv
808;3-CelestialResort;lvl_03-a;80;23;(80, 23);6;136;11;../levels/3-CelestialResort/lvl_03-a_fg.csv
809;3-CelestialResort;lvl_10-x;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_10-x_fg.csv
810;3-CelestialResort;lvl_11-a;80;23;(80, 23);6;136;11;../levels/3-CelestialResort/lvl_11-a_fg.csv
811;3-CelestialResort;lvl_13-a;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_13-a_fg.csv
812;3-CelestialResort;lvl_06-d;80;23;(80, 23);6;136;11;../levels/3-CelestialResort/lvl_06-d_fg.csv
813;3-CelestialResort;lvl_s0;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_s0_fg.csv
814;3-CelestialResort;lvl_08-d;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_08-d_fg.csv
815;3-CelestialResort;lvl_roof04;42;23;(42, 23);4;136;6;../levels/3-CelestialResort/lvl_roof04_fg.csv
816;3-CelestialResort;lvl_12-b;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_12-b_fg.csv
817;3-CelestialResort;lvl_01-b;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_01-b_fg.csv
818;3-CelestialResort;lvl_07-b;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_07-b_fg.csv
819;3-CelestialResort;lvl_09-d;40;46;(40, 46);84;5;7;../levels/3-CelestialResort/lvl_09-d_fg.csv
820;3-CelestialResort;lvl_13-b;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_13-b_fg.csv
821;3-CelestialResort;lvl_00-a;80;23;(80, 23);6;136;11;../levels/3-CelestialResort/lvl_00-a_fg.csv
822;3-CelestialResort;lvl_12-y;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_12-y_fg.csv
823;3-CelestialResort;lvl_10-c;40;23;(40, 23);84;136;169;../levels/3-CelestialResort/lvl_10-c_fg.csv
